ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,french
53,2022,Teórica II,Farmacologia/Glaucoma,,"O uso tópico de colírio de alfa-2-agonista, como tartarato de brimonidina, deve ser evitado em qual situação, dentre as abaixo? 
a) Crianças abaixo de dois anos. 
b) Litíase renal. 
c) Asma. 
d) Anemia falciforme.","¿En cuál de las siguientes situaciones se debe evitar el uso tópico de colirios con alfa-2-agonista, como el tartarato de brimonidina?
a) Niños menores de dos años.
b) Litiasis renal.
c) Asma.
d) Anemia falciforme.","
Topical use of alpha-2-agonist eye drops, such as brimonidine tartrate, should be avoided in which of the following situations? 
a) Children under two years old. 
b) Renal lithiasis. 
c) Asthma. 
d) Sickle cell anemia.","Ang paggamit ng alpha-2-agonist na pampatak sa mata, tulad ng brimonidine tartrate, ay dapat iwasan sa aling sitwasyon?
a) Mga batang wala pang dalawang taong gulang.
b) Renal lithiasis
c) Hika
d) Sickle cell anemia",A,"L'utilisation topique de collyres alpha-2-agonistes, tels que le tartrate de brimonidine, doit être évitée dans lesquelles des situations suivantes ?
a) Enfants de moins de deux ans.
b) Lithiase rénale.
c) Asthme.
d) Anémie falciforme."
54,2022,Teórica II,Glaucoma,,"Qual achado é mais comumente associado ao glaucoma congênito primário? 
a) Edema de nervo óptico. 
b) Rupturas na membrana de Descemet. 
c) Luxação do cristalino. 
d) Sinéquias anteriores periféricas em tenda.","¿Qué hallazgo se asocia más comúnmente con el glaucoma congénito primario?
a) Edema del nervio óptico.
b) Roturas de la membrana de Descemet.
c) Luxación del cristalino.
d) Sinequias periféricas anteriores en tienda.","Which finding is most commonly associated with primary congenital glaucoma? 
a) Optic nerve edema. 
b) Ruptures in Descemet's membrane. 
c) Dislocation of the lens. 
d) Tent-like peripheral anterior synechiae.","Alin sa mga sumusunod ang pinakakaraniwang pahiwatig ng pangunahing konhenital na glaucoma?
a) Pamamaga ng optic nerve
b) Pagkasira ng Descemet's membrane
c) Dislokasyon ng lente
d) Tent-like peripheral anterior synechiae.",B,"Quelle découverte est le plus souvent associée au glaucome congénital primaire ?
a) Œdème du nerf optique.
b) Ruptures dans la membrane de Descemet.
c) Luxation du cristallin.
d) Synéchies antérieures périphériques en forme de tente."
55,2022,Teórica II,Óptica/Refração,,"Sobre o teste do buraco estenopeico, é correto afirmar: 
a) Se a acuidade visual do paciente não melhorar, trata-se de um caso de ambliopia. 
b) Diminui a profundidade de foco, por haver redução da pupila. 
c) Reduz os círculos de difusão na retina. 
d) O tamanho do buraco estenopeico deve ser entre 4 e 5 mm.","Respecto al ensayo del agujero estenopeico, es correcto afirmar:
a) Si la agudeza visual del paciente no mejora, se trata de ambliopía.
b) Disminuye la profundidad de enfoque, debido a la reducción de la pupila.
c) Reduce los círculos de difusión en la retina.
d) El tamaño del agujero estenopeico debe estar entre 4 y 5 mm.","Regarding the pinhole test, it is correct to state: 
a) If the patient's visual acuity does not improve, it is a case of amblyopia. 
b) Decrease the depth of focus, due to the reduction of the pupil. 
c) Reduces diffusion circles on the retina. 
d) The size of the pinhole hole should be between 4 and 5 mm.","Alin sa mga sumusunod ang tamang pahayag patungkol sa pinhole test?
a) Kung hindi bumuti ang kalagayan ng panlalabo ng mata, ito ay amblyopia
b) Ang pagbawas sa lalim ng pokus ay dahil sa pagbawas sa pupil
c) Nababawasan ng mga diffusion circles sa retina
d) Ang laki ng butas ng pinhole ay dapat nasa pagitan ng 4 at 5 mm.",C,"Concernant le test du sténopé, il est correct de dire :
a) Si l'acuité visuelle du patient ne s'améliore pas, il s'agit d'un cas d'amblyopie.
b) Diminue la profondeur de champ, en raison de la réduction de la pupille.
c) Réduit les cercles de diffusion sur la rétine.
d) La taille du trou du sténopé doit être comprise entre 4 et 5 mm."
56,2022,Teórica II,Refração,,"Com relação à tabela de Snellen, é correto afirmar: 
a) A acuidade visual de 0,05 em um olho permite a carteira profissional de direção letra D. 
b) É necessária a facectomia com implante de lente intraocular em pacientes fácicos com acuidades visuais de 1,5 com a melhor correção. 
c) O paciente com acuidade visual de 0,25 tem um ângulo visual de 0,5 minuto. 
d) O paciente com acuidade visual de 0,2 tem visão subnormal.","Respecto a la tabla de Snellen, es correcto afirmar:
a) Agudeza visual de 0,05 en un ojo permite tener permiso de conducir profesional letra D.
b) La facectomía con implante de lente intraocular es necesaria en pacientes fáquicos con agudezas visuales de 1,5 con mejor corrección.
c) El paciente con una agudeza visual de 0,25 tiene un ángulo visual de 0,5 minutos.
d) El paciente con una agudeza visual de 0,2 tiene baja visión.","With regard to the Snellen chart, it is correct to state: 
a) A visual acuity of 0.05 in one eye allows for a professional D driver's license. 
b) Facectomy with implantation of an intraocular lens is necessary in phakic patients with visual acuity of 1.5 with the best fix. 
c) The patient with a visual acuity of 0.25 has a visual angle of 0.5 minutes.
d) The patient with a visual acuity of 0.2 has subnormal vision.","Alin sa mga sumusunod ang tamang pahayag patungkol sa Snellen chart?
a) Pinapayagang magkaroon ng propesyonal na lisensyang pangmaneho, class D ang isang tao kung ang visual acuity ng isang mata ay 0.05 
b) Ang facectomy na may pagtatanim ng isang intraocular lens ay kinakailangan sa mga pasyente ng phakic na may visual acuity na 1.5 na may pinakamahusay na pagkakaayos.
c) Ang pasyente na may visual acuity na 0.25 ay may isang visual na anggulo na 0.5 minuto.
d) Ang pasyente na may visual acuity na 0.2 ay may subnormal na paningin.",D,"En ce qui concerne le tableau de Snellen, il est correct de dire :
a) Une acuité visuelle de 0,05 dans un œil permet d'obtenir un permis de conduire professionnel de catégorie D.
b) Une facectomie avec implantation d'une lentille intraoculaire est nécessaire chez les patients phakes avec une acuité visuelle de 1,5 avec la meilleure correction.
c) Le patient avec une acuité visuelle de 0,25 a un angle visuel de 0,5 minute.
d) Le patient avec une acuité visuelle de 0,2 a une vision sous-normale."
57,2022,Teórica II,Óptica,,"Qual dos materiais abaixo apresenta maior índice Abbe? 
a) Resina CR-39 
b) Trivex. 
c) Resina de alto índice. 
d) Policarbonato.","¿Cuál de los siguientes materiales tiene el índice de Abbe más alto?
a) resina CR-39
b) Trivex.
c) Resina de alto índice.
d) Policarbonato.","Which of the materials below has the highest Abbe index? 
a) CR-39 resin 
b) Trivex. 
c) High index resin. 
d) Polycarbonate.","Alin sa mga materyales ang may pinakamataas na Abbe index?
a) CR-39 dagta
b) Tivex.
c) High index resin.
d) Polycarbonate.",A,"Lequel des matériaux ci-dessous a l'indice d'Abbe le plus élevé ?
a) Résine CR-39
b) Trivex
c) Résine à indice élevé
d) Polycarbonate"
58,2022,Teórica II,Refração,,"Um paciente de 65 anos, míope de -1,00 dioptrias esfericas em ambos olhos, consegue ler a 66 cm, sem correção de lentes. Qual a sua amplitude acomodativa e qual grau de óculos é suficiente para ele ler a 33 cm, respectivamente? 
a) 0,50 dioptrias esfericas; +1,00 dioptrias esfericas. 
b) 0,50 dioptrias esfericas; +1,50 dioptrias esfericas. 
c) 1,00 dioptrias esfericas; +1,50 dioptrias esfericas. 
d) 1,00 dioptrias esfericas; +2,00 dioptrias esfericas.","Un paciente de 65 años, miope -1,00 dioptrías esféricas en ambos ojos, puede leer a 66 cm, sin corrección cristalina. ¿Cuál es su rango de acomodación y qué grado de gafas le basta para leer a 33 cm, respectivamente?
a) 0,50 dioptrías esféricas; +1,00 dioptrías esféricas.
b) 0,50 dioptrías esféricas; +1,50 dioptrías esféricas.
c) 1,00 dioptrías esféricas; +1,50 dioptrías esféricas.
d) 1,00 dioptrías esféricas; +2,00 dioptrías esféricas.","A 65-year-old patient, myopic to -1.00 spherical diopters in both eyes, can read at 66 cm without lens correction. What is his accommodative range and what eyeglasses are sufficient for him to read at 33 cm, respectively? 
a) 0.50 spherical diopters; +1.00 spherical diopters. 
b) 0.50 spherical diopters; +1.50 spherical diopters. 
c) 1.00 spherical diopters; +1.50 spherical diopters. 
d) 1.00 spherical diopters; +2.00 spherical diopters.","Ang isang 65 taong gulang na pasyenteng myopic na may sukat -1.00 spherical diopters sa parehong mga mata, at nakakapagbasa sa layo na 66 cm nang walang pagwawasto ng lens. Ano ang kanyang accommodative range at kung ano ang sapat na salamin sa mata na basahin ng siya ay makapagbasa sa layo na 33 cm? 
a) 0.50 spherical diopters; +1.00 spherical diopters.
b) 0.50 spherical diopters; +1.50 spherical diopters.
c) 1.00 spherical diopters; +1.50 spherical diopters.
d) 1.00 spherical diopters; +2.00 spherical diopters.",B,"Un patient de 65 ans, myope à -1,00 dioptries sphériques dans les deux yeux, peut lire à 66 cm sans correction de lentilles. Quelle est son amplitude d'accommodation et quelles lunettes sont suffisantes pour lui permettre de lire à 33 cm, respectivement ?
a) 0,50 dioptries sphériques ; +1,00 dioptries sphériques.
b) 0,50 dioptries sphériques ; +1,50 dioptries sphériques.
c) 1,00 dioptries sphériques ; +1,50 dioptries sphériques.
d) 1,00 dioptries sphériques ; +2,00 dioptries sphériques."
59,2022,Teórica II,Refração,,"Qual amplitude de acomodação esperada para uma pessoa de 30 anos de idade? 
a) 1,00 dioptria esferica. 
b) 4,00 dioptria esferica. 
c) 7,00 dioptria esferica. 
d) 12,00 dioptria esferica.","¿Qué tipo de comodación se espera para una persona de 30 años?
a) 1,00 dioptría esférica.
b) 4,00 dioptrías esféricas.
c) 7,00 dioptrías esféricas.
d) 12,00 dioptrías esféricas.","What range of accommodation is expected for a 30-year-old? 
a) 1.00 spherical diopters. 
b) 4.00 spherical diopters. 
c) 7.00 spherical diopters. 
d) 12.00 spherical diopters.","Anong range of accomodation ang inaasahan para sa isang 30 taong gulang?
a) 1.00 spherical diopters.
b) 4.00 spherical diopters.
c) 7.00 spherical diopters.
d) 12.00 spherical diopters.",A,"Quelle est la plage d'accommodation attendue pour une personne de 30 ans ?
a) 1,00 dioptries sphériques.
b) 4,00 dioptries sphériques.
c) 7,00 dioptries sphériques.
d) 12,00 dioptries sphériques."
60,2022,Teórica II,Refração,,"Um técnico em eletrônica realiza, sem correção, esforço acomodativo de 6,00 DE quando trabalha a 20 cm. Qual alternativa melhor representa a refração deste paciente? 
a) +1,50 dioptrias esfericas -2,00 dioptrias cilindricas x 180°. 
b) +1,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°. 
c) +2,50 dioptrias esfericas -3,00 dioptrias cilindricas x 180°. 
d) +3,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°.","Un técnico en electrónica realiza, sin corrección, un esfuerzo acomodativo de 6.00 DE cuando trabaja a 20 cm. ¿Qué alternativa representa mejor la refracción de este paciente?
a) +1,50 dioptrías esféricas -2,00 dioptrías cilíndricas x 180°.
b) +1,50 dioptrías esféricas -3,00 dioptrías cilíndricas x 90°.
c) +2,50 dioptrías esféricas -3,00 dioptrías cilíndricas x 180°.
d) +3,50 dioptrías esféricas -3,00 dioptrías cilíndricas x 90°.","An electronics technician performs, without correction, an accommodative effort of 6.00 DE when working at 20 cm. Which alternative best represents this patient's refraction? 
a) +1.50 spherical diopters -2.00 cylindrical diopters x 180°. 
b) +1.50 spherical diopters -3.00 cylindrical diopters x 90°. 
c) +2.50 spherical diopters -3.00 cylindrical diopters x 180°. 
d) +3.50 spherical diopters -3.00 cylindrical diopters x 90°.","Ang isang electronics technician ay may accomodative effort ng 6.00 DE, nang walang salamin, kapag nagtatrabaho ng 20 cm. Aling sukat ang pinaka-angkop na maglalarawan sa kanyang refraction?
a) +1.50 spherical diopters -2.00 cylindrical diopters x 180 °.
b) +1.50 spherical diopters -3.00 cylindrical diopters x 90 °.
c) +2.50 spherical diopters -3.00 cylindrical diopters x 180 °.
d) +3.50 spherical diopters -3.00 cylindrical diopters x 90 °.",C,"Un technicien en électronique effectue, sans correction, un effort accommodatif de 6,00 DE lorsqu'il travaille à 20 cm. Quelle alternative représente le mieux la réfraction de ce patient ?
a) +1,50 dioptries sphériques -2,00 dioptries cylindriques x 180°. 
b) +1,50 dioptries sphériques -3,00 dioptries cylindriques x 90°. 
c) +2,50 dioptries sphériques -3,00 dioptries cylindriques x 180°. 
d) +3,50 dioptries sphériques -3,00 dioptries cylindriques x 90°."
61,2022,Teórica II,Estrabismo,,"Criança de três anos apresenta esotropia de 70 dioptrias prismáticas (sem correção), relação convergência acomodativa/acomodação de 6, e refração sob cicloplegia de +3.50 dioptrias esfericas em ambos os olhos. Após a prescrição da refração, é mais provável que o desvio com o uso dos óculos, em dioptrias prismáticas, seja de aproximadamente: 
a) Zero. 
b) 20. 
c) 50. 
d) 70.","Un niño de tres años tiene una esotropía de 70 dioptrías prismáticas (sin corregir), una relación convergencia/acomodación acomodativa de 6 y una refracción bajo cicloplejía de +3,50 dioptrías esféricas en ambos ojos. Después de la prescripción de la refracción, lo más probable es que la desviación con el uso de gafas, en dioptrías prismáticas, sea aproximadamente:
a) Cero.
b) 20.
c) 50.
d) 70.","A three-year-old child has an esotropia of 70 prismatic diopters (uncorrected), an accommodative convergence/accommodation ratio of 6, and refraction under cycloplegia of +3.50 spherical diopters in both eyes. After prescription of refraction, it is more likely that the deviation with the use of glasses, in prismatic diopters, is approximately: 
a) 0. 
b) 20. 
c) 50. 
d) 70.","Ang tatlong taong gulang na bata ay may esotropia ng 70 prismatic diopters (hindi pa naitatama), accommodative convergence/accommodation ratio ng 6, at pagwawasto sa ilalim ng cycloplegia ng +3.50 spherical diopters sa parehong mga mata. Matapos ang pagwawasto, malaki ang posibilidad na ang paglihis ng imahe, kapag ginagamit ang salamin ay mayroong sukat na
a) 0.
b) 20.
c) 50.
d) 70.",C,"Un enfant de trois ans présente une ésotropie de 70 dioptries prismatiques (non corrigée), un rapport convergence accommodative/accommodation de 6, et une réfraction sous cycloplégie de +3,50 dioptries sphériques dans les deux yeux. Après prescription de la réfraction, il est plus probable que la déviation avec l'utilisation de lunettes, en dioptries prismatiques, soit approximativement :
a) 0.
b) 20.
c) 50.
d) 70."
62,2022,Teórica II,Estrabismo,,"A medida da amplitude de convergência fusional é feita pela colocação de prismas diante dos olhos. Qual das alternativas abaixo melhor representa a posição adequada dos prismas, considerando um paciente sem estrabismo? 
a) Base temporal no olho de melhor acuidade visual e base nasal no outro olho. 
b) Base temporal no olho direito. 
c) Base nasal no olho de melhor acuidade visual e base temporal no outro olho. 
d) Base nasal no olho esquerdo.","La medición de la amplitud de convergencia fusional se realiza colocando prismas delante de los ojos. ¿Cuál de las siguientes alternativas representa mejor la posición adecuada de los prismas, considerando un paciente sin estrabismo?
a) Base temporal en el ojo con mejor agudeza visual y base nasal en el otro ojo.
b) Base temporal en el ojo derecho.
c) Base nasal en el ojo con mejor agudeza visual y base temporal en el otro ojo.
d) Base nasal en el ojo izquierdo.","The measurement of the amplitude of fusional convergence is made by placing prisms in front of the eyes. Which of the alternatives below best represents the proper position of the prisms, considering a patient without strabismus? 
a) Temporal base in the eye with better visual acuity and nasal base in the other eye. 
b) Temporal base in the right eye. 
c) Nasal base in the eye with better visual acuity and temporal base in the other eye. 
d) Nasal base in the left eye.","Sinusukat ang amplitude ng fusional convergence sa pamamagitan ng paglalagay ng mga prismo sa harap ng mga mata. Alin sa sumusunod ang pinakaangkop na posisyon ng mga prismo, para sa isang pasyente na walang strabismus?
a) Temporal base sa mata na may mas malinaw na visual acuity at nasal base ng kabilang mata.
b) Temporal base sa kanang mata.
c) Nasal base sa mata na may  mas malinaw na visual acuity at temporal base sa kabilang mata.
d) Nasal base sa kaliwang mata.",B,"La mesure de l'amplitude de la convergence fusionnelle est effectuée en plaçant des prismes devant les yeux. Laquelle des alternatives ci-dessous représente le mieux la position appropriée des prismes, en considérant un patient sans strabisme ?
a) Base temporale dans l'œil avec une meilleure acuité visuelle et base nasale dans l'autre œil.
b) Base temporale dans l'œil droit.
c) Base nasale dans l'œil avec une meilleure acuité visuelle et base temporale dans l'autre œil.
d) Base nasale dans l'œil gauche."
63,2022,Teórica II,Farmacologia,,"Com relação ao colírio de atropina 1%, assinale a alternativa correta. 
a) É contraindicado para tratamento de ambliopia 
b) Provoca boa cicloplegia, mas midríase discreta. 
c) Provoca cicloplegia prolongada, com efeito que se estende por, até, 15 dias após a instilação. 
d) Sua ação máxima ocorre quatro horas após a instilação.","Respecto al colirio de atropina al 1%, seleccione la alternativa correcta.
a) Está contraindicado para el tratamiento de la ambliopía.
b) Provoca buena cicloplejía, pero midriasis leve.
c) Provoca cicloplejía prolongada, con un efecto que se prolonga hasta 15 días después de la instilación.
d) Su máxima acción se produce cuatro horas después de la instilación.","Regarding atropine 1% eye drops, mark the correct alternative. 
a) It is contraindicated for the treatment of amblyopia 
b) It causes good cycloplegia, but mild mydriasis. 
c) It causes prolonged cycloplegia, with an effect that lasts for up to 15 days after instillation. 
d) Its maximum action occurs four hours after instillation.","Alin sa mga pahayag ang tama patungkol sa atropine 1% eye drops:
a) Ito ay bawal upang gamutin ang amblyopia
b) Nagdudulot ito ng mahusay na cycloplegia, ngunit may katamtamang mydriasis.
c) Nagdudulot ito ng matagal na cycloplegia, na tumatagal hanggang sa 15 araw pagkatapos ng ipatak.
d) Ang maximum action nito ay nangyayari apat na oras pagkatapos ng pagpatak.",C,"Concernant les gouttes ophtalmiques d'atropine à 1%, cochez l'alternative correcte.
a) Elles sont contre-indiquées pour le traitement de l'amblyopie.
b) Elles provoquent une bonne cycloplégie, mais une mydriase légère.
c) Elles provoquent une cycloplégie prolongée, avec un effet qui dure jusqu'à 15 jours après l'instillation.
d) Leur action maximale se produit quatre heures après l'instillation."
64,2022,Teórica II,Estrabismo,,"Criança de 6 anos de idade, emétrope, apresenta exoforia de 6 dioptrias prismáticas (DP). Após colocação de lentes negativas de -2,00 dioptrias esféricas, apresentou esoforia de 2 DP. Sua relação convergência acomodativa/acomodação é: 
a) 2. 
b) 4. 
c) 6. 
d) 8.","Un niño emétrope de 6 años presenta exoforia de 6 dioptrías prismáticas (PD). Tras inserción de lentes negativos de -2,00 dioptrías esféricas presentó esoforia de 2 DE. Su relación convergencia acomodativa/acomodación es:
a) 2.
b) 4.
c) 6.
d) 8.","A 6-year-old emmetropic child has an exophoria of 6 prismatic diopters (PD). After placement of minus lenses of -2.00 spherical diopters, he presented esophoria of 2 SD. Its accommodative convergence/accommodation ratio is: 
a) 2. 
b) 4. 
c) 6. 
d) 8.","Isang 6-taong-gulang na emmetropic na bata ay may exophoria ng 6 prismatic diopters (PD). Matapos ang paglalagay ng mga minus lens na -2.00 spherical diopters, naging 2SD ang kanyang esophoria. Ang accommodative convergence/accommodation ratio nito ay:
a) 2.
b) 4.
c) 6.
d) 8.",B,"Un enfant emmétrope de 6 ans présente une exophorie de 6 dioptries prismatiques (DP). Après la mise en place de verres négatifs de -2,00 dioptries sphériques, il présente une ésophorie de 2 DP. Son rapport convergence accommodative/accommodation est :
a) 2.
b) 4.
c) 6.
d) 8."
65,2022,Teórica II,Estrabismo,,"Com relação aos prismas de Fresnel, assinale a alternativa correta. 
a) Os de altos valores são associados à redução da acuidade visual. 
b) São obtidos a partir de prismas de igual poder unidos por suas bases. 
c) São obtidos a partir de prismas de igual poder unidos por seus ápices.
d) São pouco usados, principalmente pelo desconforto causado pelo seu alto peso.","En cuanto a los prismas de Fresnel, seleccione la respuesta correcta.
a) Aquellos con valores elevados se asocian con una agudeza visual reducida.
b) Se obtienen a partir de prismas de igual potencia unidos por sus bases.
c) Se obtienen a partir de prismas de igual potencia unidos por sus vértices.
d) Son poco utilizados, principalmente por las molestias que provoca su elevado peso.","Regarding Fresnel prisms, mark the correct alternative. 
a) Those with high values ​​are associated with reduced visual acuity. 
b) They are obtained from prisms of equal power joined by their bases. 
c) They are obtained from prisms of equal power joined by their apexes. 
d) They are rarely, mainly due to the discomfort caused by their high weight.","Alin sa mga pahayag ang tama tungkol sa Fresnel prisms?
a) Ang pagkakaroon ng mataas na iskor ay may kaugnayan sa mas mababang visual acuity.
b) Nakukuha ang mga ito mula sa mga prismo ng pantay na lakas na sinamahan ng kanilang mga base.
c) Nakukuha ang mga ito mula sa mga prismo ng pantay na lakas na sinamahan ng kanilang mga tuktok.
d) Ang mga ito ay bihirang nagagamit dahil sa kakulangan sa ginhawa na dulot ng kanilang mabigat na timbang.",A,"Concernant les prismes de Fresnel, cochez l'alternative correcte.
a) Ceux avec des valeurs élevées sont associés à une acuité visuelle réduite.
b) Ils sont obtenus à partir de prismes de puissance égale joints par leurs bases.
c) Ils sont obtenus à partir de prismes de puissance égale joints par leurs sommets.
d) Ils sont rarement utilisés, principalement en raison de l'inconfort causé par leur poids élevé."
66,2022,Teórica II,Refração,,"Um paciente hipermétrope de +1,00 dioptrias esfericas de 45 anos não possui mais tolerância acomodativa. Logo, para exercer uma atividade a 25 cm necessitará de qual correção abaixo? 
a) +1,00 Dioptrias esfericas. 
b) +2,00 dioptrias esfericas. 
c) +4,00 dioptrias esfericas. 
d) +5,00 dioptrias esfericas.","Un paciente hipermétrope de 45 años con +1,00 dioptrías esféricas ya no tiene tolerancia acomodativa. Por tanto, para realizar una actividad a 25 cm, ¿qué corrección a continuación necesitarás?
a) +1,00 dioptrías esféricas.
b) +2,00 dioptrías esféricas.
c) +4,00 dioptrías esféricas.
d) +5,00 dioptrías esféricas.","A 45-year-old +1.00 spherical diopter hyperopic patient no longer has accommodative tolerance. Therefore, to carry out an activity at 25 cm, which correction below will you need? 
a) +1.00 spherical diopters. 
b) +2.00 spherical diopters. 
c) +4.00 spherical diopters. 
d) +5.00 spherical diopters.","Ang 45 taong gulang na may +1.00 spherical diopter hyperopic pasyente ay walang accommodative tolerance. Upang magsagawa ng isang aktibidad na 25 cm ang layo, aling pagwawasto ang kakailanganin?
a) +1.00 spherical diopters.
b) +2.00 spherical diopters.
c) +4.00 spherical diopters.
d) +5.00 spherical diopters.",D,"Un patient hypermétrope de 45 ans avec une dioptrie sphérique de +1,00 n'a plus de tolérance accommodative. Par conséquent, pour effectuer une activité à 25 cm, quelle correction ci-dessous aurez-vous besoin ?
a) +1,00 dioptries sphériques.
b) +2,00 dioptries sphériques.
c) +4,00 dioptries sphériques.
d) +5,00 dioptries sphériques."
67,2022,Teórica II,Refração,,"Uma criança de seis anos de idade com dificuldade de aprendizado, apresenta refração estática de +2,00 DE em ambos os olhos, alcançando acuidade visual 1,0. Não apresenta desvio ocular. Qual a melhor conduta neste caso? 
a) Não é necessária a prescrição de óculos. 
b) Prescrição total. 
c) Prescrição de +1,00 dioptrias esfericas em ambos os olhos. 
d) Prescrição de óculos de leitura.","Un niño de seis años con dificultades de aprendizaje tiene una refracción estática de +2,00 DE en ambos ojos, alcanzando una agudeza visual de 1,0. No hay desviación ocular. ¿Cuál es el mejor curso de acción en este caso?
a) No es necesaria prescripción médica para gafas.
b) Prescripción completa.
c) Prescripción de +1,00 dioptrías esféricas en ambos ojos.
d) Prescripción de gafas de lectura.","A six-year-old child with a learning disability has a static refraction of +2.00 spherical diopters in both eyes, achieving a visual acuity of 1.0. No ocular deviation. What is the best course of action in this case? 
a) It is not necessary to prescribe glasses. 
b) Full prescription. 
c) Prescription of +1.00 pherical diopters in both eyes. 
d) Prescription of reading glasses.","Ang anim na taong gulang na bata na may learning disability at may static na repraksyon ng +2.00 spherical diopter sa kaniyang dalawang mata, ay may visual acuity ng 1.0 at walang paglihis sa paningin. Ano ang pinakaangkop gawin sa kasong ito?
a) Hindi kinakailangang magpasalamin
b) Buong reseta.
c) Reseta ng +1.00 pherical diopters sa parehong mga mata.
d) Reseta ng pagbabasa ng baso.",A,"Un enfant de six ans avec un trouble de l'apprentissage a une réfraction statique de +2,00 dioptries sphériques dans les deux yeux, atteignant une acuité visuelle de 1,0. Pas de déviation oculaire. Quelle est la meilleure démarche à suivre dans ce cas ?
a) Il n'est pas nécessaire de prescrire des lunettes.
b) Prescription complète.
c) Prescription de +1,00 dioptries sphériques dans les deux yeux.
d) Prescription de lunettes de lecture."
68,2022,Teórica II,Refração,,"Qual a anisometropia do paciente que usa -3,00 dioptrias esfericas no olho direito e +1,00 dioptrias esfericas -2,00 dioptrias cilindricas x 90° no olho esquerdo? 
a) 0 DE. 
b) 1 dioptrias esfericas. 
c) 2 dioptrias esfericas. 
d) 3 dioptrias esfericas.","¿Cuál es la anisometropía del paciente que utiliza -3.00 dioptrías esféricas en el ojo derecho y +1.00 dioptrías esféricas -2.00 dioptrías cilíndricas x 90° en el ojo izquierdo?
a) 0DE.
b) 1 dioptrías esféricas.
c) 2 dioptrías esféricas.
d) 3 dioptrías esféricas.","What is the anisometropia of the patient who uses -3.00 spherical diopters in the right eye and +1.00 spherical diopters -2.00 cylindrical diopters x 90° in the left eye? 
a) 0 DE. 
b) 1 spherical diopters. 
c) 2 spherical diopters. 
d) 3 spherical diopters.","Ano ang anisometropia ng pasyente na gumagamit ng -3.00 spherical diopters sa kanang mata at +1.00 spherical diopters -2.00 cylindrical diopters x 90 ° sa kaliwang mata?
a) 0 de.
b) 1 spherical diopters.
c) 2 spherical diopters.
d) 3 spherical diopters.",D,"Quelle est l'anisométropie du patient qui utilise -3,00 dioptries sphériques dans l'œil droit et +1,00 dioptries sphériques -2,00 dioptries cylindriques x 90° dans l'œil gauche ?
a) 0 DE.
b) 1 dioptrie sphérique.
c) 2 dioptries sphériques.
d) 3 dioptries sphériques."
