ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_portuguese_10,responses_spanish_0,responses_spanish_1,responses_spanish_2,responses_spanish_3,responses_spanish_4,responses_spanish_5,responses_spanish_6,responses_spanish_7,responses_spanish_8,responses_spanish_9,responses_spanish_10,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_english_10,responses_tagalog_0,responses_tagalog_1,responses_tagalog_2,responses_tagalog_3,responses_tagalog_4,responses_tagalog_5,responses_tagalog_6,responses_tagalog_7,responses_tagalog_8,responses_tagalog_9,responses_tagalog_10
49,2022,Teórica II,Glaucoma,,"São fatores de risco clássicos para o desenvolvimento de glaucoma primário de ângulo aberto: 
a) Asiáticos, história familiar positiva, jovens. 
b) Pressão intraocular elevada, raça caucasiana, idade entre 25 e 45 anos. 
c) Pressão intraocular elevada, raça negra, história familiar positiva. 
d) Sexo feminino, espessura corneal elevada, pressão intraocular com ampla flutuação.","Los siguientes son factores de riesgo clásicos para el desarrollo de glaucoma primario de ángulo abierto:
a) Asiáticos, antecedentes familiares positivos, jóvenes.
b) Presión intraocular elevada, raza caucásica, edad entre 25 y 45 años.
c) Presión intraocular elevada, raza negra, antecedentes familiares positivos.
d) Sexo femenino, espesor corneal elevado, presión intraocular con amplias fluctuaciones.","The classic risk factors for the development of primary open-angle glaucoma are: 
a) Asians, positive family history, young people. 
b) Elevated intraocular pressure, Caucasian race, age between 25 and 45 years. 
c) Elevated intraocular pressure, black race, positive family history. 
d) Female gender, increased corneal thickness, intraocular pressure with wide fluctuation.","Ang mga klasikong kadahilanan ng peligro para sa pagbuo ng pangunahing open-anggulo ng glaucoma ay:
a) Mga Asyano, positibong kasaysayan ng pamilya, mga kabataan.
b) nakataas ang intraocular pressure, caucasian lahi, edad sa pagitan ng 25 at 45 taon.
c) nakataas ang intraocular pressure, itim na lahi, positibong kasaysayan ng pamilya.
d) babaeng kasarian, nadagdagan ang kapal ng corneal, intraocular pressure na may malawak na pagbabagu -bago.",C,A,B,A,B,A,c,c,B,b,b,b,a,a,A,C,a,b,a,c,B,a,A,D,B,B,B,a,C,B,b,A,b,B,B,b,c,A,C,b,B,A,c,B,c
50,2022,Teórica II,Glaucoma/Uveíte,,"Paciente masculino, 25 anos, com quadros reincidentes de hipertensão ocular (entre 40 e 60 mmHg), indolor, unilateral e de curta duração, sem baixa de visão. Qual o diagnóstico mais provável? 
a) Uveíte heterocrômica de Fuchs. 
b) Crise de glaucoma agudo com íris bombé. 
c) Crise de glaucoma agudo com íris em plateau. 
d) Crise glaucomatocíclica.","Paciente masculino, 25 años, con hipertensión ocular recurrente (entre 40 y 60 mmHg), indolora, unilateral y de corta duración, sin pérdida de visión. ¿Cuáles son los diagnósticos más probables?
a) Uveítis heterocrómica de Fuchs.
b) Crisis aguda de glaucoma con iris bombé.
c) Crisis aguda de glaucoma con iris meseta.
d) Crisis glaucomatocíclica.","Male patient, 25 years old, with recurrent ocular hypertension (between 40 and 60 mmHg), painless, unilateral and of short duration, without loss of vision. Which are the most probable diagnostics? 
a) Fuchs heterochromic uveitis. 
b) Attack of acute glaucoma with bombé iris. 
c) Attack of acute glaucoma with plateau iris. 
d) Glaucomatocyclic crisis.","Male pasyente, 25 taong gulang, na may paulit -ulit na ocular hypertension (sa pagitan ng 40 at 60 mmHg), walang sakit, unilateral at ng maikling tagal, nang walang pagkawala ng paningin.Alin ang mga pinaka -posibleng diagnostic?
a) Fuchs heterochromic uveitis.
b) Pag -atake ng talamak na glaucoma na may bombé iris.
c) Pag -atake ng talamak na glaucoma na may talampas.
d) Glaucomatocyclic krisis.",D,b,C,c,b,b,b,B,d,b,b,b,c,a,b,b,b,C,b,c,B,A,b,C,c,d,b,c,A,d,B,A,d,c,b,b,b,b,b,C,c,b,d,a,c
51,2022,Teórica II,Glaucoma,,"Paciente diabético com 60 anos queixa-se de dor e baixa de acuidade visual no olho direito. Ao exame oftalmológico apresenta acuidade visual 0,1, pressão intraocular 45 mmHg, edema de cornea, neovascularização de íris, ângulo aberto em todos os quadrantes na gonioscopia, relação escavação/disco 0,3 e retinopatia diabética proliferativa. Após iniciar tratamento clínico hipotensor, apresentou boa resposta. Dentre as opções abaixo, qual é a conduta mais adequada a seguir? 
a) Ciclofotocoagulação. 
b) Implante de drenagem. 
c) Panfotocoagulação retiniana. 
d) Trabeculectomia com mitomicina C.","Un paciente diabético de 60 años refiere dolor y mala agudeza visual en el ojo derecho. Al examen oftalmológico la agudeza visual fue de 0,1, la presión intraocular de 45 mmHg, edema corneal, neovascularización del iris, ángulo abierto en todos los cuadrantes en la gonioscopia, relación copa/disco de 0,3 y retinopatía diabética proliferativa. Tras iniciar tratamiento clínico hipotensor presentó buena respuesta. Entre las opciones siguientes, ¿cuál es la conducta más adecuada a seguir?
a) Ciclofotocoagulación.
b) Implante de drenaje.
c) Fotocoagulación panretiniana.
d) Trabeculectomía con mitomicina C.","A 60-year-old diabetic patient complains of pain and low visual acuity in the right eye. On ophthalmological examination, visual acuity was 0.1, intraocular pressure 45 mmHg, corneal edema, iris neovascularization, open angle in all quadrants on gonioscopy, cup/disc ratio 0.3, and proliferative diabetic retinopathy. After initiating hypotensive clinical treatment, the patient had a good response. Among the options below, which is the most appropriate course of action to follow? 
a) Cyclophotocoagulation. 
b) Drainage implant. 
c) Panretinal photocoagulation. 
d) Trabeculectomy with mitomycin C.","Ang isang 60 taong gulang na pasyente ng diabetes ay nagrereklamo ng sakit at mababang visual acuity sa kanang mata.Sa pagsusuri sa ophthalmological, ang visual acuity ay 0.1, intraocular pressure 45 mmHg, corneal edema, iris neovascularization, bukas na anggulo sa lahat ng quadrants sa gonioscopy, tasa/disc ratio 0.3, at proliferative diabetic retinopathy.Matapos simulan ang hypotensive na klinikal na paggamot, ang pasyente ay may magandang tugon.Kabilang sa mga pagpipilian sa ibaba, alin ang pinaka -angkop na kurso ng pagkilos na dapat sundin?
a) Cyclophotocoagulation.
b) Implant ng kanal.
c) Panretinal photocoagulation.
d) Trabeculectomy na may mitomycin C.",C,a,b,D,d,a,b,a,C,a,d,a,c,a,a,c,D,a,A,a,d,C,a,b,c,C,a,a,d,d,c,c,A,c,a,c,a,d,c,a,d,c,b,a,d
52,2022,Teórica II,Glaucoma,,"Dentre as opções abaixo, qual seria o achado mais sugestivo de glaucoma? 
a) Assimetria de escavação de 0,2 entre os olhos. 
b) Atrofia peripapilar com zona alfa na região temporal do nervo. 
c) Relação escavação/disco bilateral de 0,5. 
d) Relação escavação/disco do nervo óptico de 0,4 com a presença de um notch temporal inferior.","Entre las opciones siguientes, ¿cuál sería el hallazgo más sugerente para un glaucoma?
a) Asimetría de excavación de 0,2 entre los ojos.
b) Atrofia peripapilar con zona alfa en la región temporal del nervio.
c) Relación copa/disco bilateral de 0,5.
d) Relación copa/disco del nervio óptico de 0,4 con presencia de una escotadura temporal inferior.","Among the options below, which would be the most suggestive finding of glaucoma? 
a) Cupping asymmetry of 0.2 between the eyes. 
b) Peripapillary atrophy with alpha zone in the temporal region of the nerve. c) Bilateral excavation/disk ratio of 0.5. 
d) Optic nerve cup/disk ratio of 0.4 with the presence of an inferior temporal notch.","Kabilang sa mga pagpipilian sa ibaba, na kung saan ay ang pinaka -nagmumungkahi ng paghahanap ng glaucoma?
a) Cupping asymmetry ng 0.2 sa pagitan ng mga mata.
b) Peripapillary atrophy na may alpha zone sa temporal na rehiyon ng nerve.c) bilateral excavation/disk ratio ng 0.5.
d) optic nerve cup/disk ratio na 0.4 na may pagkakaroon ng isang mas mababang temporal na bingaw.",D,b,a,B,b,b,b,A,a,d,a,B,B,D,d,a,b,d,b,c,d,b,D,d,c,d,a,c,a,a,c,b,c,c,a,d,a,a,a,d,c,a,a,a,b
53,2022,Teórica II,Farmacologia/Glaucoma,,"O uso tópico de colírio de alfa-2-agonista, como tartarato de brimonidina, deve ser evitado em qual situação, dentre as abaixo? 
a) Crianças abaixo de dois anos. 
b) Litíase renal. 
c) Asma. 
d) Anemia falciforme.","¿En cuál de las siguientes situaciones se debe evitar el uso tópico de colirios con alfa-2-agonista, como el tartarato de brimonidina?
a) Niños menores de dos años.
b) Litiasis renal.
c) Asma.
d) Anemia falciforme.","
Topical use of alpha-2-agonist eye drops, such as brimonidine tartrate, should be avoided in which of the following situations? 
a) Children under two years old. 
b) Renal lithiasis. 
c) Asthma. 
d) Sickle cell anemia.","Ang pangkasalukuyan na paggamit ng alpha-2-agonist na mga patak ng mata, tulad ng brimonidine tartrate, ay dapat iwasan kung alin sa mga sumusunod na sitwasyon?
a) Mga batang wala pang dalawang taong gulang.
b) Renal lithiasis.
c) hika.
d) Sickle cell anemia.",A,A,A,A,a,B,b,a,d,c,c,b,a,A,A,A,A,A,a,A,A,A,A,a,C,a,A,A,a,C,b,A,A,a,d,a,c,a,c,c,a,c,a,a,A
54,2022,Teórica II,Glaucoma,,"Qual achado é mais comumente associado ao glaucoma congênito primário? 
a) Edema de nervo óptico. 
b) Rupturas na membrana de Descemet. 
c) Luxação do cristalino. 
d) Sinéquias anteriores periféricas em tenda.","¿Qué hallazgo se asocia más comúnmente con el glaucoma congénito primario?
a) Edema del nervio óptico.
b) Roturas de la membrana de Descemet.
c) Luxación del cristalino.
d) Sinequias periféricas anteriores en tienda.","Which finding is most commonly associated with primary congenital glaucoma? 
a) Optic nerve edema. 
b) Ruptures in Descemet's membrane. 
c) Dislocation of the lens. 
d) Tent-like peripheral anterior synechiae.","Aling paghahanap ang pinaka -karaniwang nauugnay sa pangunahing congenital glaucoma?
a) Optic nerve edema.
b) ruptures sa lamad ni Descemet.
c) Dislokasyon ng lens.
d) tulad ng peripheral anterior synechiae.",B,a,c,A,a,c,d,C,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,d,b,b,a,b,c,A,b,a,c,A,B,b,b
55,2022,Teórica II,Óptica/Refração,,"Sobre o teste do buraco estenopeico, é correto afirmar: 
a) Se a acuidade visual do paciente não melhorar, trata-se de um caso de ambliopia. 
b) Diminui a profundidade de foco, por haver redução da pupila. 
c) Reduz os círculos de difusão na retina. 
d) O tamanho do buraco estenopeico deve ser entre 4 e 5 mm.","Respecto al ensayo del agujero estenopeico, es correcto afirmar:
a) Si la agudeza visual del paciente no mejora, se trata de ambliopía.
b) Disminuye la profundidad de enfoque, debido a la reducción de la pupila.
c) Reduce los círculos de difusión en la retina.
d) El tamaño del agujero estenopeico debe estar entre 4 y 5 mm.","Regarding the pinhole test, it is correct to state: 
a) If the patient's visual acuity does not improve, it is a case of amblyopia. 
b) Decrease the depth of focus, due to the reduction of the pupil. 
c) Reduces diffusion circles on the retina. 
d) The size of the pinhole hole should be between 4 and 5 mm.","Tungkol sa pinhole test, tama ito sa estado:
a) Kung ang visual acuity ng pasyente ay hindi mapabuti, ito ay isang kaso ng amblyopia.
b) Bawasan ang lalim ng pokus, dahil sa pagbawas ng mag -aaral.
c) Binabawasan ang mga bilog ng pagsasabog sa retina.
d) Ang laki ng butas ng pinhole ay dapat na nasa pagitan ng 4 at 5 mm.",C,a,a,a,a,A,A,A,a,a,a,a,b,A,a,A,a,a,a,a,a,a,a,b,a,a,a,a,A,a,A,A,a,a,A,b,A,d,A,a,A,b,a,A,a
56,2022,Teórica II,Refração,,"Com relação à tabela de Snellen, é correto afirmar: 
a) A acuidade visual de 0,05 em um olho permite a carteira profissional de direção letra D. 
b) É necessária a facectomia com implante de lente intraocular em pacientes fácicos com acuidades visuais de 1,5 com a melhor correção. 
c) O paciente com acuidade visual de 0,25 tem um ângulo visual de 0,5 minuto. 
d) O paciente com acuidade visual de 0,2 tem visão subnormal.","Respecto a la tabla de Snellen, es correcto afirmar:
a) Agudeza visual de 0,05 en un ojo permite tener permiso de conducir profesional letra D.
b) La facectomía con implante de lente intraocular es necesaria en pacientes fáquicos con agudezas visuales de 1,5 con mejor corrección.
c) El paciente con una agudeza visual de 0,25 tiene un ángulo visual de 0,5 minutos.
d) El paciente con una agudeza visual de 0,2 tiene baja visión.","With regard to the Snellen chart, it is correct to state: 
a) A visual acuity of 0.05 in one eye allows for a professional D driver's license. 
b) Facectomy with implantation of an intraocular lens is necessary in phakic patients with visual acuity of 1.5 with the best fix. 
c) The patient with a visual acuity of 0.25 has a visual angle of 0.5 minutes.
d) The patient with a visual acuity of 0.2 has subnormal vision.","Kaugnay ng tsart ng Snellen, tama ito sa estado:
a) Ang isang visual acuity ng 0.05 sa isang mata ay nagbibigay -daan para sa isang propesyonal na lisensya sa pagmamaneho ng D.
b) Ang facectomy na may pagtatanim ng isang intraocular lens ay kinakailangan sa mga pasyente ng phakic na may visual acuity na 1.5 na may pinakamahusay na pag -aayos.
c) Ang pasyente na may isang visual acuity na 0.25 ay may isang visual na anggulo na 0.5 minuto.
d) Ang pasyente na may isang visual acuity na 0.2 ay may subnormal na paningin.",D,b,A,a,a,c,a,a,A,b,A,A,A,C,A,C,A,a,A,a,A,a,b,A,D,A,A,C,A,A,a,"a, c",A,a,a,a,a,a,a,a,a,b,a,b,a
57,2022,Teórica II,Óptica,,"Qual dos materiais abaixo apresenta maior índice Abbe? 
a) Resina CR-39 
b) Trivex. 
c) Resina de alto índice. 
d) Policarbonato.","¿Cuál de los siguientes materiales tiene el índice de Abbe más alto?
a) resina CR-39
b) Trivex.
c) Resina de alto índice.
d) Policarbonato.","Which of the materials below has the highest Abbe index? 
a) CR-39 resin 
b) Trivex. 
c) High index resin. 
d) Polycarbonate.","Alin sa mga materyales sa ibaba ang may pinakamataas na index ng ABBE?
a) CR-39 dagta
b) trivex.
c) Mataas na index resin.
d) Polycarbonate.",A,A,A,A,d,A,d,C,A,c,d,C,A,c,A,c,C,C,A,a,C,C,b,D,B,a,a,a,a,A,A,a,A,A,d,a,c,d,d,D,c,c,a,B,A
58,2022,Teórica II,Refração,,"Um paciente de 65 anos, míope de -1,00 dioptrias esfericas em ambos olhos, consegue ler a 66 cm, sem correção de lentes. Qual a sua amplitude acomodativa e qual grau de óculos é suficiente para ele ler a 33 cm, respectivamente? 
a) 0,50 dioptrias esfericas; +1,00 dioptrias esfericas. 
b) 0,50 dioptrias esfericas; +1,50 dioptrias esfericas. 
c) 1,00 dioptrias esfericas; +1,50 dioptrias esfericas. 
d) 1,00 dioptrias esfericas; +2,00 dioptrias esfericas.","Un paciente de 65 años, miope -1,00 dioptrías esféricas en ambos ojos, puede leer a 66 cm, sin corrección cristalina. ¿Cuál es su rango de acomodación y qué grado de gafas le basta para leer a 33 cm, respectivamente?
a) 0,50 dioptrías esféricas; +1,00 dioptrías esféricas.
b) 0,50 dioptrías esféricas; +1,50 dioptrías esféricas.
c) 1,00 dioptrías esféricas; +1,50 dioptrías esféricas.
d) 1,00 dioptrías esféricas; +2,00 dioptrías esféricas.","A 65-year-old patient, myopic to -1.00 spherical diopters in both eyes, can read at 66 cm without lens correction. What is his accommodative range and what eyeglasses are sufficient for him to read at 33 cm, respectively? 
a) 0.50 spherical diopters; +1.00 spherical diopters. 
b) 0.50 spherical diopters; +1.50 spherical diopters. 
c) 1.00 spherical diopters; +1.50 spherical diopters. 
d) 1.00 spherical diopters; +2.00 spherical diopters.","Ang isang 65 taong gulang na pasyente, myopic hanggang -1.00 spherical diopters sa parehong mga mata, ay maaaring basahin sa 66 cm nang walang pagwawasto ng lens.Ano ang kanyang akomodasyon na saklaw at kung ano ang sapat na salamin sa mata na basahin sa kanya sa 33 cm, ayon sa pagkakabanggit?
a) 0.50 spherical diopters;+1.00 spherical diopters.
b) 0.50 spherical diopters;+1.50 spherical diopters.
c) 1.00 spherical diopters;+1.50 spherical diopters.
d) 1.00 spherical diopters;+2.00 spherical diopters.",B,a,a,a,c,b,b,c,c,b,b,b,c,d,b,b,b,b,a,d,a,"a) 0,50 dioptrías esféricas; +1,00 dioptrías esféricas.",b,a,b,a,d,c,a,A,b,b,a,a,a,a,b,a,a,a,c,c,a,b,a
59,2022,Teórica II,Refração,,"Qual amplitude de acomodação esperada para uma pessoa de 30 anos de idade? 
a) 1,00 dioptria esferica. 
b) 4,00 dioptria esferica. 
c) 7,00 dioptria esferica. 
d) 12,00 dioptria esferica.","¿Qué tipo de comodación se espera para una persona de 30 años?
a) 1,00 dioptría esférica.
b) 4,00 dioptrías esféricas.
c) 7,00 dioptrías esféricas.
d) 12,00 dioptrías esféricas.","What range of accommodation is expected for a 30-year-old? 
a) 1.00 spherical diopters. 
b) 4.00 spherical diopters. 
c) 7.00 spherical diopters. 
d) 12.00 spherical diopters.","Anong saklaw ng tirahan ang inaasahan para sa isang 30 taong gulang?
a) 1.00 spherical diopters.
b) 4.00 spherical diopters.
c) 7.00 spherical diopters.
d) 12.00 spherical diopters.",A,B,a,a,a,B,a,A,a,a,a,d,a,a,A,a,a,a,a,A,a,A,A,C,b,A,a,A,A,a,b,a,a,a,d,D,c,b,a,a,b,b,b,b,c
60,2022,Teórica II,Refração,,"Um técnico em eletrônica realiza, sem correção, esforço acomodativo de 6,00 DE quando trabalha a 20 cm. Qual alternativa melhor representa a refração deste paciente? 
a) +1,50 dioptrias esfericas -2,00 dioptrias cilindricas x 180°. 
b) +1,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°. 
c) +2,50 dioptrias esfericas -3,00 dioptrias cilindricas x 180°. 
d) +3,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°.","Un técnico en electrónica realiza, sin corrección, un esfuerzo acomodativo de 6.00 DE cuando trabaja a 20 cm. ¿Qué alternativa representa mejor la refracción de este paciente?
a) +1,50 dioptrías esféricas -2,00 dioptrías cilíndricas x 180°.
b) +1,50 dioptrías esféricas -3,00 dioptrías cilíndricas x 90°.
c) +2,50 dioptrías esféricas -3,00 dioptrías cilíndricas x 180°.
d) +3,50 dioptrías esféricas -3,00 dioptrías cilíndricas x 90°.","An electronics technician performs, without correction, an accommodative effort of 6.00 DE when working at 20 cm. Which alternative best represents this patient's refraction? 
a) +1.50 spherical diopters -2.00 cylindrical diopters x 180°. 
b) +1.50 spherical diopters -3.00 cylindrical diopters x 90°. 
c) +2.50 spherical diopters -3.00 cylindrical diopters x 180°. 
d) +3.50 spherical diopters -3.00 cylindrical diopters x 90°.","Ang isang electronics technician ay gumaganap, nang walang pagwawasto, isang accommodative na pagsisikap ng 6.00 DE kapag nagtatrabaho sa 20 cm.Aling alternatibong pinakamahusay na kumakatawan sa pagwawasto ng pasyente na ito?
a) +1.50 spherical diopters -2.00 cylindrical diopters x 180 °.
b) +1.50 spherical diopters -3.00 cylindrical diopters x 90 °.
c) +2.50 spherical diopters -3.00 cylindrical diopters x 180 °.
d) +3.50 spherical diopters -3.00 cylindrical diopters x 90 °.",C,a,A,a,b,a,a,A,b,a,b,b,c,a,a,a,A,a,a,a,a,a,c,b,A,b,a,b,b,A,A,a,a,a,a,a,a,A,b,b,a,a,a,c,a
61,2022,Teórica II,Estrabismo,,"Criança de três anos apresenta esotropia de 70 dioptrias prismáticas (sem correção), relação convergência acomodativa/acomodação de 6, e refração sob cicloplegia de +3.50 dioptrias esfericas em ambos os olhos. Após a prescrição da refração, é mais provável que o desvio com o uso dos óculos, em dioptrias prismáticas, seja de aproximadamente: 
a) Zero. 
b) 20. 
c) 50. 
d) 70.","Un niño de tres años tiene una esotropía de 70 dioptrías prismáticas (sin corregir), una relación convergencia/acomodación acomodativa de 6 y una refracción bajo cicloplejía de +3,50 dioptrías esféricas en ambos ojos. Después de la prescripción de la refracción, lo más probable es que la desviación con el uso de gafas, en dioptrías prismáticas, sea aproximadamente:
a) Cero.
b) 20.
c) 50.
d) 70.","A three-year-old child has an esotropia of 70 prismatic diopters (uncorrected), an accommodative convergence/accommodation ratio of 6, and refraction under cycloplegia of +3.50 spherical diopters in both eyes. After prescription of refraction, it is more likely that the deviation with the use of glasses, in prismatic diopters, is approximately: 
a) Zero. 
b) 20. 
c) 50. 
d) 70.","Ang isang tatlong taong gulang na bata ay may esotropia ng 70 prismatic diopters (hindi natukoy), isang accommodative convergence/accommodation ratio ng 6, at pagwawasto sa ilalim ng cycloplegia ng +3.50 spherical diopters sa parehong mga mata.Matapos ang reseta ng pagwawasto, mas malamang na ang paglihis sa paggamit ng baso, sa mga prismatic diopter, ay humigit -kumulang:
a) zero.
b) 20.
c) 50.
d) 70.",C,d,d,b,a,c,b,d,c,b,a,a,c,c,b,C,b,d,d,D,d,d,a,b,b,b,c,A,a,C,a,A,c,A,d,b,a,a,b,a,a,B,d,b,a
62,2022,Teórica II,Estrabismo,,"A medida da amplitude de convergência fusional é feita pela colocação de prismas diante dos olhos. Qual das alternativas abaixo melhor representa a posição adequada dos prismas, considerando um paciente sem estrabismo? 
a) Base temporal no olho de melhor acuidade visual e base nasal no outro olho. 
b) Base temporal no olho direito. 
c) Base nasal no olho de melhor acuidade visual e base temporal no outro olho. 
d) Base nasal no olho esquerdo.","La medición de la amplitud de convergencia fusional se realiza colocando prismas delante de los ojos. ¿Cuál de las siguientes alternativas representa mejor la posición adecuada de los prismas, considerando un paciente sin estrabismo?
a) Base temporal en el ojo con mejor agudeza visual y base nasal en el otro ojo.
b) Base temporal en el ojo derecho.
c) Base nasal en el ojo con mejor agudeza visual y base temporal en el otro ojo.
d) Base nasal en el ojo izquierdo.","The measurement of the amplitude of fusional convergence is made by placing prisms in front of the eyes. Which of the alternatives below best represents the proper position of the prisms, considering a patient without strabismus? 
a) Temporal base in the eye with better visual acuity and nasal base in the other eye. 
b) Temporal base in the right eye. 
c) Nasal base in the eye with better visual acuity and temporal base in the other eye. 
d) Nasal base in the left eye.","Ang pagsukat ng amplitude ng fusional convergence ay ginawa sa pamamagitan ng paglalagay ng mga prismo sa harap ng mga mata.Alin sa mga kahalili sa ibaba ang pinakamahusay na kumakatawan sa tamang posisyon ng mga prismo, isinasaalang -alang ang isang pasyente na walang strabismus?
a) temporal base sa mata na may mas mahusay na visual acuity at base ng ilong sa kabilang mata.
b) temporal base sa kanang mata.
c) Base ng ilong sa mata na may mas mahusay na visual acuity at temporal base sa kabilang mata.
d) Base ng ilong sa kaliwang mata.",B,a,a,a,A,a,a,a,a,a,a,a,a,a,b,A,a,a,a,a,A,a,a,a,a,a,B,C,A,B,a,a,a,a,a,b,a,a,a,a,c,a,a,a,a
63,2022,Teórica II,Farmacologia,,"Com relação ao colírio de atropina 1%, assinale a alternativa correta. 
a) É contraindicado para tratamento de ambliopia 
b) Provoca boa cicloplegia, mas midríase discreta. 
c) Provoca cicloplegia prolongada, com efeito que se estende por, até, 15 dias após a instilação. 
d) Sua ação máxima ocorre quatro horas após a instilação.","Respecto al colirio de atropina al 1%, seleccione la alternativa correcta.
a) Está contraindicado para el tratamiento de la ambliopía.
b) Provoca buena cicloplejía, pero midriasis leve.
c) Provoca cicloplejía prolongada, con un efecto que se prolonga hasta 15 días después de la instilación.
d) Su máxima acción se produce cuatro horas después de la instilación.","Regarding atropine 1% eye drops, mark the correct alternative. 
a) It is contraindicated for the treatment of amblyopia 
b) It causes good cycloplegia, but mild mydriasis. 
c) It causes prolonged cycloplegia, with an effect that lasts for up to 15 days after instillation. 
d) Its maximum action occurs four hours after instillation.","Tungkol sa atropine 1% patak ng mata, markahan ang tamang kahalili.
a) Ito ay kontraindikado para sa paggamot ng amblyopia
b) Nagdudulot ito ng mahusay na cycloplegia, ngunit banayad na mydriasis.
c) Nagdudulot ito ng matagal na cycloplegia, na may epekto na tumatagal ng hanggang sa 15 araw pagkatapos ng instillation.
d) Ang pinakamataas na pagkilos nito ay nangyayari apat na oras pagkatapos ng pag -instillation.",C,A,B,c,C,c,a,c,a,c,B,b,b,c,C,c,c,c,a,c,b,c,b,b,C,C,c,A,A,a,b,c,c,a,a,a,a,c,a,A,c,b,a,a,A
64,2022,Teórica II,Estrabismo,,"Criança de 6 anos de idade, emétrope, apresenta exoforia de 6 dioptrias prismáticas (DP). Após colocação de lentes negativas de -2,00 dioptrias esféricas, apresentou esoforia de 2 DP. Sua relação convergência acomodativa/acomodação é: 
a) 2. 
b) 4. 
c) 6. 
d) 8.","Un niño emétrope de 6 años presenta exoforia de 6 dioptrías prismáticas (PD). Tras inserción de lentes negativos de -2,00 dioptrías esféricas presentó esoforia de 2 DE. Su relación convergencia acomodativa/acomodación es:
a) 2.
b) 4.
c) 6.
d) 8.","A 6-year-old emmetropic child has an exophoria of 6 prismatic diopters (PD). After placement of minus lenses of -2.00 spherical diopters, he presented esophoria of 2 SD. Its accommodative convergence/accommodation ratio is: 
a) 2. 
b) 4. 
c) 6. 
d) 8.","Ang isang 6-taong-gulang na emmetropic na bata ay may isang exophoria ng 6 prismatic diopters (PD).Matapos ang paglalagay ng mga minus lens na -2.00 spherical diopters, ipinakita niya ang esophoria ng 2 SD.Ang accommodative convergence/accommodation ratio nito ay:
a) 2.
b) 4.
c) 6.
d) 8.",B,A,b,a,a,a,b,a,C,b,c,c,a,b,b,d,a,b,b,d,b,a,d,a,A,a,b,a,A,a,A,a,a,b,b,b,b,b,a,c,b,a,B,c,b
65,2022,Teórica II,Estrabismo,,"Com relação aos prismas de Fresnel, assinale a alternativa correta. 
a) Os de altos valores são associados à redução da acuidade visual. 
b) São obtidos a partir de prismas de igual poder unidos por suas bases. 
c) São obtidos a partir de prismas de igual poder unidos por seus ápices.
d) São pouco usados, principalmente pelo desconforto causado pelo seu alto peso.","En cuanto a los prismas de Fresnel, seleccione la respuesta correcta.
a) Aquellos con valores elevados se asocian con una agudeza visual reducida.
b) Se obtienen a partir de prismas de igual potencia unidos por sus bases.
c) Se obtienen a partir de prismas de igual potencia unidos por sus vértices.
d) Son poco utilizados, principalmente por las molestias que provoca su elevado peso.","Regarding Fresnel prisms, mark the correct alternative. 
a) Those with high values ​​are associated with reduced visual acuity. 
b) Are obtained from prisms of equal power joined by their bases. 
c) They are obtained from prisms of equal power joined by their apexes. 
d) They are little used, mainly due to the discomfort caused by their high weight.","Tungkol sa Fresnel Prism, markahan ang tamang kahalili.
a) Ang mga may mataas na halaga ay nauugnay sa nabawasan na visual acuity.
b) ay nakuha mula sa mga prismo ng pantay na kapangyarihan na sinamahan ng kanilang mga base.
c) Nakukuha ang mga ito mula sa mga prismo ng pantay na kapangyarihan na sinamahan ng kanilang mga tuktok.
d) Ang mga ito ay maliit na ginagamit, higit sa lahat dahil sa kakulangan sa ginhawa na dulot ng kanilang mataas na timbang.",A,a,a,c,b,b,a,a,a,a,a,a,b,a,a,a,a,a,a,c,A,c,a,A,A,a,a,a,A,a,a,a,A,c,a,B,a,a,c,a,a,c,a,a,a
